"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0071692","protein localization to extracellular region","20/177","446/18481",1.10502913724216e-08,1.01736349235428e-05,9.19694425802951e-06,"Abcg1/Erp29/Vgf/Gna11/Gcg/Pclo/Cyp51/Rab3b/Bsg/Hadh/Ins1/Cpt1a/Ucp2/Baiap3/Acsl4/Tmem132a/Myo18a/Chga/Rph3al/Sox4",20,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0050708","regulation of protein secretion","17/177","341/18481",3.2274548829881e-08,2.22855759670328e-05,2.01461131117046e-05,"Abcg1/Erp29/Gna11/Gcg/Cyp51/Bsg/Hadh/Ins1/Cpt1a/Ucp2/Baiap3/Acsl4/Tmem132a/Myo18a/Chga/Rph3al/Sox4",17,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006635","fatty acid beta-oxidation","9/177","80/18481",7.15309444796902e-08,3.66038358727417e-05,3.30897895080389e-05,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",9,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006695","cholesterol biosynthetic process","8/177","60/18481",1.01116415851913e-07,3.66038358727417e-05,3.30897895080389e-05,"Abcg1/Insig1/Cyp51/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1902653","secondary alcohol biosynthetic process","8/177","60/18481",1.01116415851913e-07,3.66038358727417e-05,3.30897895080389e-05,"Abcg1/Insig1/Cyp51/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0008203","cholesterol metabolic process","11/177","140/18481",1.06021248002148e-07,3.66038358727417e-05,3.30897895080389e-05,"Scarb1/Abcg1/Insig1/Cyp51/Ldlr/Acadl/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0016126","sterol biosynthetic process","8/177","64/18481",1.69317998062506e-07,5.19618122942935e-05,4.69733674157034e-05,"Abcg1/Insig1/Cyp51/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0019395","fatty acid oxidation","10/177","118/18481",2.01031589225012e-07,5.38160529248982e-05,4.86495969883984e-05,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Nucb2/Akt1/Echdc2/Plin5/Eci2",10,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0016125","sterol metabolic process","11/177","150/18481",2.14328958064403e-07,5.38160529248982e-05,4.86495969883984e-05,"Scarb1/Abcg1/Insig1/Cyp51/Ldlr/Acadl/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1902652","secondary alcohol metabolic process","11/177","156/18481",3.18678803267893e-07,7.33492378854935e-05,6.63075545045126e-05,"Scarb1/Abcg1/Insig1/Cyp51/Ldlr/Acadl/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0034440","lipid oxidation","10/177","126/18481",3.72092737321579e-07,7.90553954217077e-05,7.14659087390109e-05,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Nucb2/Akt1/Echdc2/Plin5/Eci2",10,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0019216","regulation of lipid metabolic process","16/177","364/18481",4.58816338996075e-07,9.05179091647971e-05,8.18279966991497e-05,"Scarb1/Abcg1/Gcg/Kcnma1/Insig1/Cyp51/Ldlr/Acadl/Cpt1a/Pik3ip1/Nucb2/Cers2/Akt1/Fdps/Plin5/Mboat7",16,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006631","fatty acid metabolic process","17/177","446/18481",1.42903632958922e-06,0.000261246777082837,0.000236166528922782,"Insig1/Hadh/Acadl/Cpt1a/Acly/Acsl4/Acat2/Ech1/Fads2/Nucb2/Fads1/Akt1/Echdc2/Acaca/Scd2/Plin5/Eci2",17,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0009062","fatty acid catabolic process","9/177","114/18481",1.51337741974127e-06,0.000261246777082837,0.000236166528922782,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",9,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0030073","insulin secretion","13/177","268/18481",1.93946281306791e-06,0.000311283189001099,0.000281399338507796,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Chga/Rph3al/Sox4",13,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0050714","positive regulation of protein secretion","11/177","188/18481",2.02863772701658e-06,0.000311283189001099,0.000281399338507796,"Abcg1/Gna11/Gcg/Bsg/Ins1/Baiap3/Acsl4/Tmem132a/Myo18a/Rph3al/Sox4",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0044242","cellular lipid catabolic process","12/177","231/18481",2.40166078223046e-06,0.00034912563581687,0.000315608829664856,"Scarb1/Enpp2/Ldlr/Hadh/Acadl/Cpt1a/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0030072","peptide hormone secretion","14/177","333/18481",4.13275991890119e-06,0.000570734144800254,0.000515942448822822,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0002790","peptide secretion","14/177","341/18481",5.42806259850407e-06,0.000713919471288964,0.000645381678378529,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0072329","monocarboxylic acid catabolic process","9/177","140/18481",8.26581126143363e-06,0.00103773503200362,0.000938110254168448,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",9,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0015833","peptide transport","14/177","356/18481",8.85934753351813e-06,0.00106389208206857,0.00096175617160206,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0050796","regulation of insulin secretion","11/177","226/18481",1.18219514720817e-05,0.00136050958191207,0.00122989775841131,"Abcg1/Gna11/Gcg/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Chga/Rph3al/Sox4",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0051222","positive regulation of protein transport","14/177","374/18481",1.54167514050547e-05,0.00167830538222329,0.00151718448364406,"Abcg1/Gna11/Gcg/Mdm2/Bsg/Ins1/Arpc2/Baiap3/Acsl4/Cdh1/Tmem132a/Myo18a/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0090276","regulation of peptide hormone secretion","12/177","278/18481",1.57986748507623e-05,0.00167830538222329,0.00151718448364406,"Abcg1/Gna11/Gcg/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0002791","regulation of peptide secretion","12/177","283/18481",1.88561191703287e-05,0.00192891115364621,0.00174373156616061,"Abcg1/Gna11/Gcg/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0090087","regulation of peptide transport","12/177","285/18481",2.02165955949529e-05,0.00199422275118785,0.00180277311094843,"Abcg1/Gna11/Gcg/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1904951","positive regulation of establishment of protein localization","14/177","390/18481",2.45216160433585e-05,0.00233547253488815,0.00211126218710876,"Abcg1/Gna11/Gcg/Mdm2/Bsg/Ins1/Arpc2/Baiap3/Acsl4/Cdh1/Tmem132a/Myo18a/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0030258","lipid modification","10/177","204/18481",2.79701392971563e-05,0.00257511749129152,0.00232790071624051,"Hadh/Acadl/Cpt1a/Acat2/Ech1/Nucb2/Akt1/Echdc2/Plin5/Eci2",10,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0016054","organic acid catabolic process","11/177","250/18481",3.01585335293094e-05,0.00260305842524852,0.00235315926090533,"Hadh/Csad/Acadl/Cpt1a/Oat/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046395","carboxylic acid catabolic process","11/177","250/18481",3.01585335293094e-05,0.00260305842524852,0.00235315926090533,"Hadh/Csad/Acadl/Cpt1a/Oat/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",11,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0008299","isoprenoid biosynthetic process","5/177","39/18481",3.36754280253043e-05,0.00281853127896638,0.00254794626079814,"Hmgcs1/Idi1/Acat2/Fdps/Rusc1",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046879","hormone secretion","14/177","413/18481",4.58087982253758e-05,0.00372129119701435,0.00336403930001831,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006694","steroid biosynthetic process","9/177","175/18481",4.88135498537093e-05,0.00385208641988415,0.00348227790234582,"Scarb1/Abcg1/Insig1/Cyp51/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",9,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0070542","response to fatty acid","7/177","102/18481",5.64005764926908e-05,0.00432717756313366,0.00391175928189072,"Insig1/Ldlr/Cpt1a/Ucp2/Acat2/Fdps/Scd2",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0009914","hormone transport","14/177","426/18481",6.39131859642761e-05,0.00477103296306299,0.00431300361613835,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0090181","regulation of cholesterol metabolic process","5/177","45/18481",6.8218569584491e-05,0.00495841287348327,0.00448239465524689,"Abcg1/Cyp51/Ldlr/Acadl/Fdps",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046320","regulation of fatty acid oxidation","5/177","47/18481",8.43356963584548e-05,0.00597269726518083,0.00539930558062766,"Acadl/Cpt1a/Nucb2/Akt1/Plin5",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046165","alcohol biosynthetic process","8/177","147/18481",8.68929335062383e-05,0.00599995705860575,0.00542394837570519,"Abcg1/Insig1/Cyp51/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0045834","positive regulation of lipid metabolic process","8/177","148/18481",9.11180509306547e-05,0.00613824528464556,0.00554896063690662,"Scarb1/Abcg1/Ldlr/Cpt1a/Nucb2/Akt1/Fdps/Plin5",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1903532","positive regulation of secretion by cell","13/177","391/18481",0.000104454577065808,0.00686913194894671,0.00620968062155631,"Abcg1/Gna11/Gcg/Bsg/Ins1/Baiap3/Acsl4/Lamp1/Nucb2/Tmem132a/Myo18a/Rph3al/Sox4",13,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0008202","steroid metabolic process","12/177","342/18481",0.000117134270514353,0.00735283761728733,0.0066469495133982,"Scarb1/Abcg1/Kcnma1/Insig1/Cyp51/Ldlr/Acadl/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0016042","lipid catabolic process","12/177","342/18481",0.000117134270514353,0.00735283761728733,0.0066469495133982,"Scarb1/Enpp2/Ldlr/Hadh/Acadl/Cpt1a/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0019218","regulation of steroid metabolic process","7/177","115/18481",0.000120581474817032,0.00740102296543649,0.00669050896528654,"Abcg1/Kcnma1/Insig1/Cyp51/Ldlr/Acadl/Fdps",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0042886","amide transport","14/177","454/18481",0.00012524171891013,0.00751994842673431,0.00679801732848576,"Abcg1/Vgf/Gna11/Gcg/Pclo/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",14,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046883","regulation of hormone secretion","12/177","348/18481",0.000137816434861639,0.00809891474654993,0.00732140164595313,"Abcg1/Gna11/Gcg/Hadh/Cpt1a/Ucp2/Baiap3/Acsl4/Nucb2/Chga/Rph3al/Sox4",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0032024","positive regulation of insulin secretion","7/177","118/18481",0.000141657012172834,0.00815118057544514,0.00736864984372723,"Abcg1/Gna11/Gcg/Baiap3/Acsl4/Rph3al/Sox4",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006641","triglyceride metabolic process","7/177","119/18481",0.00014931119043878,0.00832081647948617,0.00752200033893868,"Scarb1/Insig1/Ldlr/Cpt1a/Acsl4/Plin5/Mboat7",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0009409","response to cold","5/177","53/18481",0.00015063027660185,0.00832081647948617,0.00752200033893868,"Vgf/Acadl/Lrp11/Ucp2/Pcsk1n",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0044282","small molecule catabolic process","12/177","361/18481",0.000193597406757159,0.0104846281855544,0.00947808150315751,"Scarb1/Hadh/Csad/Acadl/Cpt1a/Oat/Acat2/Ech1/Akt1/Echdc2/Plin5/Eci2",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006066","alcohol metabolic process","12/177","363/18481",0.000203693213351919,0.0108192433707308,0.00978057291641199,"Scarb1/Abcg1/Kcnma1/Insig1/Cyp51/Ldlr/Acadl/Hmgcs1/Idi1/Acat2/Msmo1/Fdps",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1903828","negative regulation of protein localization","10/177","262/18481",0.000223243267102664,0.0116339227120294,0.0105170413022347,"Erp29/Insig1/Cyp51/Hadh/Ucp2/Cdh1/Tmem98/Lman1/Akt1/Chga",10,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046890","regulation of lipid biosynthetic process","9/177","216/18481",0.000241922936117206,0.0123739101769578,0.0111859883912283,"Scarb1/Abcg1/Insig1/Cyp51/Ldlr/Acadl/Akt1/Fdps/Plin5",9,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0062012","regulation of small molecule metabolic process","12/177","379/18481",0.000301912989860624,0.0151615214180917,0.0137059830038163,"Abcg1/Gcg/Kcnma1/Insig1/Cyp51/Ldlr/Acadl/Cpt1a/Nucb2/Akt1/Fdps/Plin5",12,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0051047","positive regulation of secretion","13/177","437/18481",0.000309777324243125,0.0152786601707056,0.0138118761861784,"Abcg1/Gna11/Gcg/Bsg/Ins1/Baiap3/Acsl4/Lamp1/Nucb2/Tmem132a/Myo18a/Rph3al/Sox4",13,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0034638","phosphatidylcholine catabolic process","3/177","15/18481",0.000361061451686348,0.0174956443782051,0.015816025178209,"Scarb1/Enpp2/Ldlr",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006639","acylglycerol metabolic process","7/177","147/18481",0.000542559420913576,0.0258370538028155,0.0233566414955899,"Scarb1/Insig1/Ldlr/Cpt1a/Acsl4/Plin5/Mboat7",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006638","neutral lipid metabolic process","7/177","149/18481",0.000588113766641892,0.0273859539474224,0.024756843920609,"Scarb1/Insig1/Ldlr/Cpt1a/Acsl4/Plin5/Mboat7",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0050994","regulation of lipid catabolic process","5/177","71/18481",0.000594915726591363,0.0273859539474224,0.024756843920609,"Scarb1/Ldlr/Cpt1a/Akt1/Plin5",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046889","positive regulation of lipid biosynthetic process","6/177","110/18481",0.000666937189752428,0.0301980412802657,0.0272989648678647,"Scarb1/Abcg1/Ldlr/Akt1/Fdps/Plin5",6,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046887","positive regulation of hormone secretion","8/177","201/18481",0.000723753675560984,0.0318638969087811,0.0288048948007275,"Abcg1/Gna11/Gcg/Baiap3/Acsl4/Nucb2/Rph3al/Sox4",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0010867","positive regulation of triglyceride biosynthetic process","3/177","19/18481",0.000747573705480833,0.0318638969087811,0.0288048948007275,"Scarb1/Ldlr/Plin5",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046322","negative regulation of fatty acid oxidation","3/177","19/18481",0.000747573705480833,0.0318638969087811,0.0288048948007275,"Acadl/Akt1/Plin5",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","4/177","43/18481",0.00074987447468167,0.0318638969087811,0.0288048948007275,"Calr/Enpp2/Arpc2/P4hb",4,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0090277","positive regulation of peptide hormone secretion","7/177","156/18481",0.000772016980001598,0.0323077408903699,0.0292061288128196,"Abcg1/Gna11/Gcg/Baiap3/Acsl4/Rph3al/Sox4",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0045922","negative regulation of fatty acid metabolic process","4/177","44/18481",0.000818750983432714,0.0337520927797187,0.0305118198382152,"Insig1/Acadl/Akt1/Plin5",4,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1903531","negative regulation of secretion by cell","8/177","206/18481",0.000849142484457724,0.0344901697363564,0.0311790398317914,"Erp29/Cyp51/Hadh/Ucp2/Acsl4/Nucb2/Rap1a/Chga",8,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0097421","liver regeneration","5/177","77/18481",0.000862102841255535,0.0345091021383737,0.031196154682809,"Pou2f1/Cpt1a/Ucp2/Ccnd1/Rap1a",5,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0019217","regulation of fatty acid metabolic process","6/177","116/18481",0.000881430090769067,0.0347787130100595,0.0314398823354019,"Insig1/Acadl/Cpt1a/Nucb2/Akt1/Plin5",6,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0002793","positive regulation of peptide secretion","7/177","160/18481",0.000895902381879818,0.0348518644894656,0.0315060111166631,"Abcg1/Gna11/Gcg/Baiap3/Acsl4/Rph3al/Sox4",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0019432","triglyceride biosynthetic process","4/177","47/18481",0.00105204890755975,0.0400210485006236,0.0361789424305344,"Scarb1/Ldlr/Acsl4/Plin5",4,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0006633","fatty acid biosynthetic process","7/177","165/18481",0.00107225111840918,0.0400210485006236,0.0361789424305344,"Insig1/Acadl/Acly/Fads2/Fads1/Acaca/Scd2",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0010565","regulation of cellular ketone metabolic process","7/177","165/18481",0.00107225111840918,0.0400210485006236,0.0361789424305344,"Kcnma1/Insig1/Acadl/Cpt1a/Nucb2/Akt1/Plin5",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0051224","negative regulation of protein transport","7/177","166/18481",0.00111058390059304,0.0408991031125064,0.0369727019257079,"Erp29/Insig1/Cyp51/Hadh/Ucp2/Lman1/Chga",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0071402","cellular response to lipoprotein particle stimulus","4/177","48/18481",0.0011391972152804,0.0414008251132166,0.037426257543561,"Abcg1/Ldlr/Hmgcs1/Akt1",4,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0010977","negative regulation of neuron projection development","7/177","169/18481",0.0012320750689672,0.0441946927336027,0.0399519079096405,"Nlgn3/Mdm2/Thy1/Dennd5a/Itm2c/Cdh1/Cers2",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0062013","positive regulation of small molecule metabolic process","7/177","171/18481",0.0013186888126309,0.0458632609587217,0.0414602900240435,"Abcg1/Gcg/Cpt1a/Nucb2/Akt1/Fdps/Plin5",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1904950","negative regulation of establishment of protein localization","7/177","171/18481",0.0013186888126309,0.0458632609587217,0.0414602900240435,"Erp29/Insig1/Cyp51/Hadh/Ucp2/Lman1/Chga",7,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0046321","positive regulation of fatty acid oxidation","3/177","23/18481",0.00132840726889853,0.0458632609587217,0.0414602900240435,"Cpt1a/Nucb2/Plin5",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0010955","negative regulation of protein processing","3/177","24/18481",0.00150755181110892,0.0495697393128908,0.0448109385457437,"Mdm2/Cdh1/Tmem98",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0031998","regulation of fatty acid beta-oxidation","3/177","24/18481",0.00150755181110892,0.0495697393128908,0.0448109385457437,"Cpt1a/Akt1/Plin5",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0098856","intestinal lipid absorption","3/177","24/18481",0.00150755181110892,0.0495697393128908,0.0448109385457437,"Scarb1/Ldlr/Acat2",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:1903318","negative regulation of protein maturation","3/177","24/18481",0.00150755181110892,0.0495697393128908,0.0448109385457437,"Mdm2/Cdh1/Tmem98",3,"DEG_results_ALL_Cell_Ole_vs_Control.tsv"
"GO:0016126","sterol biosynthetic process","16/374","64/18481",1.16137547022674e-13,4.37257864540367e-10,3.94256409629603e-10,"Por/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Lpcat3/Mvd/Hmgcs1/Idi1/Acat2/Fdft1/Msmo1/Fdps/Lss/Sc5d",16,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0006695","cholesterol biosynthetic process","15/374","60/18481",6.88175986704229e-13,8.63660863313808e-10,7.78725458638996e-10,"Por/Dhcr24/Insig1/Cyp51/Srebf2/Lpcat3/Mvd/Hmgcs1/Idi1/Acat2/Fdft1/Msmo1/Fdps/Lss/Sc5d",15,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:1902653","secondary alcohol biosynthetic process","15/374","60/18481",6.88175986704229e-13,8.63660863313808e-10,7.78725458638996e-10,"Por/Dhcr24/Insig1/Cyp51/Srebf2/Lpcat3/Mvd/Hmgcs1/Idi1/Acat2/Fdft1/Msmo1/Fdps/Lss/Sc5d",15,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:1902652","secondary alcohol metabolic process","21/374","156/18481",6.91767319272306e-12,5.44867879007449e-09,4.91283682057461e-09,"Scarb1/Por/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Ldlr/Lpcat3/Acadl/Mvd/Idh1/Hmgcs1/Idi1/Acat2/Stard4/Fdft1/Msmo1/Fdps/Lss/Sc5d",21,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0008203","cholesterol metabolic process","20/374","140/18481",7.23596120859827e-12,5.44867879007449e-09,4.91283682057461e-09,"Scarb1/Por/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Ldlr/Lpcat3/Acadl/Mvd/Hmgcs1/Idi1/Acat2/Stard4/Fdft1/Msmo1/Fdps/Lss/Sc5d",20,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0016125","sterol metabolic process","20/374","150/18481",2.64173826155687e-11,1.65769075912693e-08,1.4946677006177e-08,"Scarb1/Por/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Ldlr/Lpcat3/Acadl/Mvd/Hmgcs1/Idi1/Acat2/Stard4/Fdft1/Msmo1/Fdps/Lss/Sc5d",20,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0006694","steroid biosynthetic process","18/374","175/18481",1.78886793276707e-08,9.62155395266859e-06,8.67533696717864e-06,"Scarb1/Por/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Lpcat3/Mvd/Hmgcs1/Idi1/Acat2/Stard4/Fdft1/Msmo1/Fdps/Lss/Sc5d",18,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0006066","alcohol metabolic process","26/374","363/18481",2.7713842867016e-08,1.30428272992894e-05,1.17601504271219e-05,"Scarb1/Por/Kcnma1/Alg2/Dhcr24/Insig1/Cyp51/Srebf2/Sqle/Ldlr/Lpcat3/Acadl/Mvd/P2ry1/Idh1/Hmgcs1/Idi1/Chka/Acat2/Stard4/Fdft1/Msmo1/Fdps/Lss/Gpd1/Sc5d",26,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","16/374","144/18481",3.75765635293637e-08,1.57195290764505e-05,1.41736160680933e-05,"Nrcam/Cdh1/Pcdh10/Pcdhgc3/Pcdhga11/Pcdhga7/Pcdhga5/Pcdhga8/Pcdhgb7/Pcdhgb8/Pcdhga2/Pcdhga3/Pcdhga10/Pcdhga12/Pcdhga1/Pcdhgc5",16,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0046165","alcohol biosynthetic process","16/374","147/18481",5.03765670312879e-08,1.89667774872799e-05,1.71015188079898e-05,"Por/Dhcr24/Insig1/Cyp51/Srebf2/Lpcat3/Mvd/P2ry1/Hmgcs1/Idi1/Acat2/Fdft1/Msmo1/Fdps/Lss/Sc5d",16,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
"GO:0019216","regulation of lipid metabolic process","25/374","364/18481",1.16022631068008e-07,3.97113823610045e-05,3.5806027291323e-05,"Scarb1/Por/Mapk9/Chp1/Gcg/Kcnma1/Insig1/Cyp51/Trib3/Srebf2/Ldlr/Lpcat3/Pdk3/Acadl/Cpt1a/Idh1/Sorbs1/Pik3ip1/Nucb2/Stard4/Cers2/Akt1/Tm6sf2/Fdps/Mlxipl",25,"DEG_results_ALL_Cell_Palm_vs_Control.tsv"
